Investor_ID,Gender,Age,Age_Group,Income_Bracket,Occupation,City_Type,Investment_Type,Investment_Source,Investment_Duration,Invest_Monitor,Risk_Profile,Investment_Mode,Risk_Tolerance_Score,Panic_Withdrawal,Invested_Amount,Current_Value,Investment_Start_Year,Market_Phase,Investment_Objective
INV1370,Male,28,Millennial,Medium,Salaried,Non-Metro,MF,Newspaper,1–3,Weekly,Moderate,Lump_Sum,5,No,335000,318921,2015,Volatile,Wealth
INV1371,Male,34,Millennial,Low,Salaried,Metro,FD,Internet,>5,Monthly,Low,Lump_Sum,1,Yes,840000,1295589,2015,Bull,Wealth
INV1372,Female,43,Gen X,Medium,Self-Employed,Non-Metro,Gold,Internet,3–5,Monthly,Moderate,SIP,7,No,295000,332322,2018,Volatile,Wealth
INV1373,Female,32,Millennial,High,Salaried,Metro,Bonds,Internet,3–5,Monthly,Low,SIP,1,No,210000,318323,2018,Bull,Safety
INV1374,Male,39,Millennial,Low,Salaried,Metro,Equity,Internet,3–5,Monthly,High,Lump_Sum,10,No,230000,280913,2015,Bull,Wealth
INV1375,Male,34,Millennial,Medium,Salaried,Metro,PPF,Internet,3–5,Weekly,Low,SIP,1,Yes,485000,439183,2018,Bear,Safety
INV1376,Male,59,Boomer,Low,Salaried,Non-Metro,MF,Consultant,<1,Weekly,Moderate,Lump_Sum,6,No,455000,358442,2019,Bear,Safety
INV1377,Female,62,Boomer,Low,Salaried,Non-Metro,Equity,Newspaper,3–5,Daily,High,SIP,10,No,250000,274488,2024,Volatile,Safety
INV1378,Female,39,Millennial,High,Salaried,Metro,PPF,Consultant,>5,Weekly,Low,Lump_Sum,2,Yes,970000,1441368,2019,Bull,Wealth
INV1379,Male,62,Boomer,Low,Self-Employed,Metro,MF,Internet,<1,Weekly,High,SIP,8,No,935000,874516,2017,Bear,Safety
INV1380,Male,31,Millennial,Medium,Salaried,Non-Metro,Gold,Consultant,3–5,Monthly,Moderate,Lump_Sum,6,No,740000,644373,2015,Bear,Wealth
INV1381,Female,53,Gen X,High,Salaried,Metro,Bonds,Internet,3–5,Weekly,Low,SIP,3,Yes,260000,330238,2024,Bull,Tax
INV1382,Female,64,Boomer,High,Salaried,Non-Metro,MF,Consultant,3–5,Daily,High,SIP,9,No,460000,666878,2023,Bull,Tax
INV1383,Male,52,Gen X,Medium,Salaried,Non-Metro,Bonds,TV,3–5,Daily,Moderate,SIP,7,No,865000,1329892,2019,Bull,Tax
INV1384,Female,27,Millennial,Low,Salaried,Metro,Bonds,Internet,3–5,Monthly,Low,SIP,2,Yes,620000,491676,2017,Bear,Wealth
INV1385,Female,59,Boomer,High,Salaried,Metro,FD,TV,<1,Monthly,Low,Lump_Sum,3,Yes,825000,1197143,2015,Bull,Wealth
INV1386,Female,32,Millennial,Low,Salaried,Metro,MF,Newspaper,1–3,Daily,Moderate,Lump_Sum,6,No,410000,373819,2016,Bear,Wealth
INV1387,Male,36,Millennial,Low,Self-Employed,Metro,Gold,Internet,<1,Weekly,Moderate,Lump_Sum,4,No,160000,251971,2022,Bull,Wealth
INV1388,Male,22,Gen Z,Medium,Salaried,Metro,PPF,Internet,1–3,Monthly,Low,SIP,1,No,605000,585384,2015,Bear,Wealth
INV1389,Female,35,Millennial,Low,Salaried,Metro,Bonds,Internet,>5,Monthly,Moderate,SIP,5,No,190000,182718,2018,Volatile,Safety
INV1390,Female,34,Millennial,Low,Salaried,Non-Metro,PPF,Internet,>5,Monthly,Low,SIP,2,Yes,195000,190875,2019,Bear,Wealth
INV1391,Female,33,Millennial,Medium,Self-Employed,Metro,MF,Internet,3–5,Monthly,Moderate,SIP,7,No,280000,253657,2024,Bear,Wealth
INV1392,Female,39,Millennial,High,Salaried,Non-Metro,Equity,Internet,>5,Weekly,High,Lump_Sum,9,No,290000,276001,2024,Volatile,Tax
INV1393,Male,24,Gen Z,Low,Salaried,Metro,PPF,Consultant,1–3,Weekly,Low,SIP,2,Yes,545000,584120,2018,Volatile,Wealth
INV1394,Male,22,Gen Z,Medium,Salaried,Metro,MF,Consultant,3–5,Weekly,Moderate,SIP,7,No,300000,407357,2022,Bull,Tax
INV1395,Male,39,Millennial,Medium,Self-Employed,Metro,MF,Internet,1–3,Monthly,High,Lump_Sum,9,No,165000,213742,2019,Bull,Wealth
INV1396,Male,42,Gen X,High,Salaried,Non-Metro,Equity,Newspaper,<1,Weekly,High,Lump_Sum,9,No,170000,167973,2021,Volatile,Wealth
INV1397,Female,55,Gen X,Low,Salaried,Metro,Bonds,Newspaper,>5,Monthly,Low,Lump_Sum,2,Yes,580000,558116,2021,Bear,Wealth
INV1398,Male,46,Gen X,Medium,Self-Employed,Non-Metro,Gold,Consultant,3–5,Weekly,Moderate,SIP,6,No,825000,883885,2023,Volatile,Safety
INV1399,Female,31,Millennial,Medium,Self-Employed,Metro,Equity,Internet,1–3,Monthly,High,SIP,9,No,75000,61688,2023,Bear,Wealth
INV1400,Female,48,Gen X,Low,Self-Employed,Metro,Equity,Internet,3–5,Daily,High,SIP,8,No,875000,752506,2021,Bear,Wealth
INV1401,Female,47,Gen X,Medium,Self-Employed,Metro,Bonds,Internet,1–3,Monthly,Low,SIP,3,No,835000,925240,2019,Bull,Tax
INV1402,Female,54,Gen X,Medium,Salaried,Metro,Bonds,Consultant,3–5,Daily,Moderate,Lump_Sum,7,No,705000,781196,2017,Volatile,Safety
INV1403,Female,54,Gen X,High,Salaried,Non-Metro,Bonds,TV,3–5,Daily,Low,Lump_Sum,1,Yes,385000,548223,2022,Bull,Tax
INV1404,Female,26,Millennial,Medium,Salaried,Metro,FD,Internet,1–3,Monthly,Low,SIP,1,No,295000,290833,2015,Bear,Tax
INV1405,Male,33,Millennial,Medium,Salaried,Metro,Bonds,Internet,3–5,Monthly,Low,SIP,2,No,165000,142623,2018,Bear,Safety
INV1406,Female,22,Gen Z,High,Salaried,Metro,MF,Internet,3–5,Monthly,Moderate,SIP,5,No,910000,1351842,2018,Bull,Safety
INV1407,Male,41,Gen X,Low,Salaried,Metro,Equity,Newspaper,1–3,Monthly,High,SIP,8,No,290000,217644,2023,Bear,Wealth
INV1408,Male,60,Boomer,High,Salaried,Metro,Gold,Newspaper,>5,Monthly,Moderate,Lump_Sum,5,No,975000,862576,2016,Bear,Wealth
INV1409,Male,54,Gen X,Medium,Salaried,Non-Metro,PPF,Internet,3–5,Monthly,Low,Lump_Sum,2,No,535000,762506,2015,Bull,Wealth
INV1410,Male,59,Boomer,High,Self-Employed,Metro,MF,Consultant,<1,Monthly,High,SIP,8,No,855000,705020,2017,Bear,Wealth
INV1411,Male,25,Gen Z,Low,Salaried,Metro,PPF,Consultant,1–3,Daily,Low,SIP,2,No,880000,1350852,2023,Bull,Wealth
INV1412,Female,41,Gen X,High,Salaried,Non-Metro,Bonds,Newspaper,3–5,Weekly,Low,SIP,3,Yes,400000,370658,2022,Volatile,Wealth
INV1413,Female,22,Gen Z,High,Self-Employed,Non-Metro,MF,TV,1–3,Weekly,Moderate,SIP,7,No,90000,95320,2015,Volatile,Safety
INV1414,Male,37,Millennial,Medium,Salaried,Non-Metro,MF,Newspaper,>5,Weekly,Moderate,Lump_Sum,7,No,810000,684750,2018,Bear,Tax
INV1415,Female,63,Boomer,Medium,Salaried,Non-Metro,FD,Newspaper,3–5,Weekly,Low,SIP,1,No,255000,233173,2017,Bear,Wealth
INV1416,Male,48,Gen X,Medium,Self-Employed,Metro,Equity,Internet,3–5,Weekly,High,SIP,8,No,950000,726464,2022,Bear,Tax
INV1417,Female,63,Boomer,Low,Self-Employed,Metro,Bonds,Consultant,1–3,Daily,Low,SIP,3,No,150000,166496,2019,Volatile,Safety
INV1418,Female,45,Gen X,Medium,Self-Employed,Non-Metro,Equity,TV,>5,Monthly,High,SIP,9,No,710000,912150,2022,Bull,Safety
INV1419,Female,47,Gen X,Low,Salaried,Metro,PPF,Newspaper,1–3,Monthly,Low,SIP,1,No,795000,610895,2021,Bear,Wealth
INV1420,Female,41,Gen X,High,Self-Employed,Non-Metro,Bonds,Internet,1–3,Monthly,Low,SIP,3,Yes,770000,696827,2017,Bear,Wealth
INV1421,Female,48,Gen X,Low,Salaried,Non-Metro,FD,Newspaper,1–3,Monthly,Low,Lump_Sum,3,No,245000,263717,2024,Volatile,Tax
INV1422,Male,57,Boomer,Low,Self-Employed,Non-Metro,Gold,Internet,3–5,Weekly,Moderate,SIP,7,No,605000,455619,2017,Bear,Wealth
INV1423,Male,38,Millennial,Low,Self-Employed,Non-Metro,MF,TV,3–5,Monthly,Moderate,SIP,4,No,245000,390902,2024,Bull,Wealth
INV1424,Male,23,Gen Z,High,Salaried,Metro,MF,Newspaper,3–5,Monthly,High,SIP,8,No,995000,908450,2016,Bear,Wealth
INV1425,Female,24,Gen Z,Medium,Salaried,Metro,Gold,Internet,1–3,Daily,Moderate,Lump_Sum,4,No,215000,163032,2023,Bear,Tax
INV1426,Female,49,Gen X,High,Salaried,Metro,MF,Internet,>5,Monthly,Moderate,SIP,5,No,280000,271616,2015,Volatile,Safety
INV1427,Female,23,Gen Z,High,Salaried,Non-Metro,Gold,Internet,1–3,Monthly,Moderate,Lump_Sum,5,No,90000,98523,2024,Volatile,Safety
INV1428,Male,47,Gen X,High,Salaried,Non-Metro,PPF,Internet,1–3,Monthly,Low,Lump_Sum,1,Yes,245000,230158,2020,Bear,Tax
INV1429,Female,63,Boomer,High,Salaried,Metro,Equity,TV,1–3,Monthly,High,Lump_Sum,8,No,895000,809678,2018,Bear,Safety
INV1430,Male,28,Millennial,Low,Salaried,Metro,MF,Internet,1–3,Daily,High,SIP,8,No,275000,327194,2024,Volatile,Wealth
INV1431,Male,43,Gen X,Medium,Salaried,Metro,FD,Newspaper,1–3,Weekly,Low,SIP,1,No,415000,368307,2019,Bear,Wealth
INV1432,Female,39,Millennial,Medium,Salaried,Non-Metro,FD,Internet,<1,Monthly,Low,SIP,3,Yes,460000,353764,2022,Bear,Safety
INV1433,Female,26,Millennial,Medium,Self-Employed,Non-Metro,MF,TV,1–3,Monthly,Moderate,SIP,6,No,490000,452533,2023,Volatile,Wealth
INV1434,Female,34,Millennial,Low,Self-Employed,Metro,PPF,Internet,3–5,Monthly,Low,SIP,1,No,380000,310768,2020,Bear,Safety
INV1435,Female,47,Gen X,Low,Self-Employed,Non-Metro,MF,Consultant,1–3,Monthly,High,SIP,8,No,445000,443077,2015,Volatile,Wealth
INV1436,Female,56,Boomer,High,Self-Employed,Metro,Equity,TV,3–5,Monthly,High,SIP,9,No,550000,518229,2024,Bear,Safety
INV1437,Male,24,Gen Z,Medium,Self-Employed,Metro,Gold,Internet,3–5,Monthly,Moderate,Lump_Sum,5,No,65000,61455,2023,Volatile,Wealth
INV1438,Female,60,Boomer,Low,Self-Employed,Metro,Equity,Consultant,1–3,Monthly,High,SIP,10,No,120000,187952,2017,Bull,Tax
INV1439,Female,51,Gen X,Low,Salaried,Non-Metro,Bonds,Consultant,3–5,Monthly,Moderate,SIP,7,No,810000,959115,2022,Bull,Safety
INV1440,Male,29,Millennial,Medium,Self-Employed,Non-Metro,MF,TV,1–3,Monthly,Moderate,SIP,5,No,530000,410784,2017,Bear,Wealth
INV1441,Female,39,Millennial,Medium,Salaried,Non-Metro,FD,Internet,1–3,Weekly,Low,SIP,2,Yes,70000,87973,2017,Bull,Tax
INV1442,Male,52,Gen X,Medium,Self-Employed,Metro,Bonds,TV,>5,Daily,Moderate,Lump_Sum,5,No,915000,1035571,2023,Volatile,Safety
INV1443,Male,34,Millennial,Medium,Salaried,Metro,Equity,Internet,3–5,Weekly,High,Lump_Sum,10,No,570000,446348,2022,Bear,Wealth
INV1444,Female,37,Millennial,Medium,Salaried,Non-Metro,FD,Internet,<1,Weekly,Low,Lump_Sum,1,Yes,760000,742371,2020,Bear,Wealth
INV1445,Female,46,Gen X,Low,Self-Employed,Metro,PPF,Internet,1–3,Daily,Low,SIP,1,Yes,160000,175055,2023,Volatile,Wealth
INV1446,Male,22,Gen Z,Low,Salaried,Metro,FD,Internet,1–3,Daily,Low,Lump_Sum,3,Yes,385000,385650,2015,Volatile,Tax
INV1447,Female,51,Gen X,Medium,Self-Employed,Metro,Equity,Consultant,1–3,Daily,High,SIP,10,No,105000,82242,2023,Bear,Safety
INV1448,Female,44,Gen X,High,Self-Employed,Metro,MF,TV,1–3,Monthly,High,SIP,10,No,935000,767941,2024,Bear,Wealth
INV1449,Male,54,Gen X,Low,Salaried,Metro,Gold,Newspaper,1–3,Monthly,Moderate,SIP,6,No,555000,552273,2019,Bear,Wealth
INV1450,Female,32,Millennial,Low,Salaried,Metro,Bonds,Internet,>5,Weekly,Moderate,SIP,7,No,445000,610041,2021,Bull,Wealth
INV1451,Female,22,Gen Z,Medium,Salaried,Non-Metro,MF,Newspaper,1–3,Monthly,Moderate,SIP,7,No,515000,467698,2020,Volatile,Wealth
INV1452,Male,34,Millennial,Low,Salaried,Non-Metro,Bonds,Newspaper,1–3,Daily,Moderate,Lump_Sum,7,No,780000,597058,2023,Bear,Wealth
INV1453,Female,38,Millennial,Low,Salaried,Metro,MF,Internet,>5,Monthly,Moderate,Lump_Sum,5,No,170000,244800,2020,Bull,Wealth
INV1454,Male,51,Gen X,Medium,Salaried,Metro,Equity,Consultant,1–3,Monthly,High,SIP,9,No,565000,606934,2019,Volatile,Wealth
INV1455,Male,46,Gen X,Medium,Salaried,Metro,Gold,Newspaper,1–3,Weekly,Moderate,Lump_Sum,5,No,925000,802138,2015,Bear,Safety
INV1456,Female,37,Millennial,High,Self-Employed,Metro,Bonds,Internet,1–3,Daily,Low,SIP,1,Yes,325000,388318,2022,Bull,Safety
INV1457,Female,60,Boomer,Low,Self-Employed,Metro,Bonds,TV,1–3,Monthly,Moderate,SIP,7,No,355000,333973,2017,Bear,Safety
INV1458,Female,51,Gen X,Medium,Salaried,Metro,Equity,Internet,>5,Daily,High,SIP,8,No,880000,690952,2023,Bear,Wealth
INV1459,Male,65,Boomer,Low,Salaried,Non-Metro,Gold,Consultant,3–5,Daily,Moderate,SIP,7,No,225000,180698,2019,Bear,Wealth
INV1460,Male,64,Boomer,Medium,Salaried,Non-Metro,Equity,Consultant,<1,Monthly,High,SIP,8,No,545000,615190,2020,Bull,Safety
INV1461,Female,42,Gen X,Medium,Salaried,Metro,FD,Internet,>5,Monthly,Low,SIP,2,No,245000,234046,2018,Volatile,Safety
INV1462,Male,62,Boomer,High,Salaried,Metro,PPF,Consultant,3–5,Monthly,Low,Lump_Sum,2,No,980000,852144,2021,Bear,Safety
INV1463,Male,50,Gen X,Low,Salaried,Metro,Gold,Consultant,3–5,Monthly,Moderate,SIP,6,No,415000,384059,2017,Volatile,Safety
INV1464,Female,62,Boomer,High,Salaried,Metro,MF,Internet,>5,Weekly,Moderate,Lump_Sum,5,No,260000,267386,2020,Volatile,Wealth
INV1465,Male,45,Gen X,High,Salaried,Metro,Gold,Consultant,>5,Monthly,Moderate,SIP,4,No,565000,658174,2020,Volatile,Safety
INV1466,Male,48,Gen X,Low,Salaried,Metro,Equity,Newspaper,1–3,Monthly,High,SIP,10,No,670000,753460,2024,Volatile,Safety
INV1467,Male,39,Millennial,Low,Self-Employed,Metro,MF,Internet,<1,Weekly,High,Lump_Sum,10,No,580000,862772,2018,Bull,Wealth
INV1468,Male,35,Millennial,Low,Salaried,Metro,FD,TV,3–5,Monthly,Low,SIP,2,No,145000,159233,2023,Volatile,Safety
INV1469,Female,43,Gen X,Medium,Salaried,Metro,FD,Consultant,1–3,Monthly,Low,Lump_Sum,2,No,295000,444951,2017,Bull,Safety
INV1470,Female,41,Gen X,Medium,Self-Employed,Non-Metro,Bonds,Internet,3–5,Monthly,Moderate,Lump_Sum,6,No,690000,729955,2016,Volatile,Safety
INV1471,Male,30,Millennial,Medium,Salaried,Non-Metro,MF,Internet,1–3,Daily,High,SIP,9,No,305000,338358,2016,Volatile,Wealth
INV1472,Female,63,Boomer,Medium,Salaried,Non-Metro,Bonds,Newspaper,3–5,Weekly,Moderate,SIP,5,No,390000,417382,2022,Volatile,Safety
INV1473,Male,34,Millennial,High,Self-Employed,Non-Metro,Bonds,Internet,<1,Weekly,Moderate,Lump_Sum,4,No,580000,662265,2024,Bull,Wealth
INV1474,Male,22,Gen Z,Medium,Salaried,Metro,Equity,Internet,1–3,Monthly,High,SIP,9,No,465000,436124,2021,Bear,Wealth
INV1475,Female,53,Gen X,Low,Self-Employed,Metro,MF,Newspaper,1–3,Weekly,Moderate,SIP,5,No,725000,698870,2023,Bear,Wealth
INV1476,Female,25,Gen Z,Low,Salaried,Metro,PPF,Internet,1–3,Monthly,Low,Lump_Sum,3,Yes,55000,43226,2022,Bear,Safety
INV1477,Male,34,Millennial,Medium,Self-Employed,Non-Metro,Bonds,Internet,>5,Monthly,Moderate,Lump_Sum,4,No,360000,469477,2022,Bull,Wealth
INV1478,Female,61,Boomer,High,Salaried,Non-Metro,MF,Newspaper,3–5,Weekly,Moderate,SIP,7,No,830000,930235,2015,Volatile,Wealth
INV1479,Female,60,Boomer,Medium,Salaried,Non-Metro,Gold,Consultant,3–5,Monthly,Moderate,SIP,7,No,220000,211238,2024,Bear,Wealth
INV1480,Female,31,Millennial,Low,Salaried,Non-Metro,Bonds,Internet,1–3,Weekly,Moderate,Lump_Sum,5,No,675000,668078,2021,Volatile,Tax
INV1481,Female,22,Gen Z,Medium,Salaried,Metro,PPF,Internet,3–5,Weekly,Low,SIP,1,Yes,265000,386532,2021,Bull,Wealth
INV1482,Male,31,Millennial,High,Self-Employed,Metro,PPF,Internet,3–5,Monthly,Low,SIP,3,Yes,100000,121367,2019,Bull,Tax
INV1483,Female,50,Gen X,Medium,Salaried,Metro,Bonds,TV,3–5,Weekly,Low,SIP,2,Yes,250000,240109,2023,Volatile,Tax
INV1484,Female,30,Millennial,High,Salaried,Metro,MF,Internet,1–3,Monthly,Moderate,SIP,5,No,595000,663760,2018,Bull,Tax
INV1485,Female,57,Boomer,Medium,Self-Employed,Metro,Equity,Consultant,<1,Monthly,High,SIP,8,No,50000,50759,2018,Volatile,Wealth
INV1486,Male,59,Boomer,Medium,Salaried,Non-Metro,MF,Consultant,<1,Weekly,High,Lump_Sum,9,No,235000,228323,2017,Bear,Safety
INV1487,Female,43,Gen X,Medium,Salaried,Non-Metro,FD,Newspaper,3–5,Daily,Low,SIP,3,Yes,690000,816788,2022,Volatile,Wealth
INV1488,Male,31,Millennial,Low,Self-Employed,Metro,Bonds,Internet,>5,Monthly,Moderate,Lump_Sum,7,No,905000,1397578,2022,Bull,Wealth
INV1489,Female,51,Gen X,Medium,Self-Employed,Metro,Bonds,Newspaper,1–3,Weekly,Moderate,SIP,7,No,845000,934271,2023,Volatile,Safety
INV1490,Female,35,Millennial,Medium,Salaried,Metro,Bonds,Internet,1–3,Monthly,Low,SIP,1,No,565000,855063,2021,Bull,Wealth
INV1491,Female,38,Millennial,Medium,Salaried,Non-Metro,Equity,Newspaper,3–5,Monthly,High,SIP,8,No,855000,1276665,2017,Bull,Tax
INV1492,Female,62,Boomer,Medium,Salaried,Non-Metro,Equity,Consultant,3–5,Monthly,High,SIP,10,No,220000,251821,2016,Volatile,Wealth
INV1493,Male,53,Gen X,High,Salaried,Non-Metro,FD,Consultant,<1,Weekly,Low,SIP,2,Yes,545000,750268,2023,Bull,Safety
INV1494,Female,36,Millennial,High,Salaried,Non-Metro,Gold,Internet,>5,Daily,Moderate,Lump_Sum,5,No,585000,787067,2020,Bull,Wealth
INV1495,Female,61,Boomer,High,Self-Employed,Non-Metro,Bonds,TV,1–3,Monthly,Moderate,SIP,4,No,995000,1145026,2022,Bull,Wealth
INV1496,Male,64,Boomer,Low,Salaried,Non-Metro,Bonds,Newspaper,<1,Daily,Moderate,Lump_Sum,6,No,660000,716337,2016,Volatile,Tax
INV1497,Female,36,Millennial,Medium,Salaried,Metro,Equity,Internet,<1,Daily,High,SIP,9,No,880000,1372688,2022,Bull,Wealth
INV1498,Male,31,Millennial,High,Self-Employed,Non-Metro,MF,Internet,3–5,Weekly,High,SIP,9,No,145000,162848,2023,Volatile,Tax
INV1499,Female,50,Gen X,Medium,Salaried,Non-Metro,Gold,Internet,>5,Monthly,Moderate,Lump_Sum,4,No,705000,580201,2020,Bear,Wealth
INV1500,Female,52,Gen X,Low,Self-Employed,Metro,Bonds,Newspaper,<1,Daily,Moderate,Lump_Sum,7,No,455000,474988,2017,Volatile,Safety
INV1501,Male,54,Gen X,High,Salaried,Non-Metro,MF,TV,>5,Monthly,High,SIP,8,No,180000,243813,2022,Bull,Safety
INV1502,Male,35,Millennial,Low,Self-Employed,Metro,Gold,Internet,>5,Daily,Moderate,SIP,5,No,530000,809452,2019,Bull,Tax
INV1503,Female,26,Millennial,Medium,Salaried,Metro,MF,Internet,>5,Weekly,Moderate,Lump_Sum,7,No,955000,777037,2021,Bear,Wealth
INV1504,Female,29,Millennial,Medium,Salaried,Metro,Equity,Consultant,>5,Daily,High,Lump_Sum,8,No,50000,41708,2016,Bear,Safety
INV1505,Male,32,Millennial,Medium,Salaried,Metro,MF,Internet,3–5,Monthly,Moderate,SIP,5,No,940000,913999,2022,Bear,Tax
INV1506,Male,38,Millennial,Medium,Self-Employed,Metro,Bonds,Consultant,>5,Weekly,Low,Lump_Sum,3,Yes,85000,128006,2018,Bull,Wealth
INV1507,Female,62,Boomer,High,Self-Employed,Metro,Gold,Newspaper,<1,Monthly,Moderate,Lump_Sum,7,No,625000,540574,2021,Bear,Tax
INV1508,Female,46,Gen X,Medium,Self-Employed,Metro,MF,TV,>5,Monthly,Moderate,SIP,7,No,220000,316805,2017,Bull,Safety
INV1509,Male,39,Millennial,Low,Self-Employed,Non-Metro,Equity,Newspaper,1–3,Monthly,High,SIP,9,No,625000,564729,2016,Bear,Wealth
INV1510,Female,62,Boomer,Low,Salaried,Metro,FD,Consultant,>5,Daily,Low,SIP,3,Yes,605000,587104,2021,Bear,Wealth
INV1511,Male,46,Gen X,Low,Salaried,Metro,MF,Internet,3–5,Monthly,Moderate,SIP,7,No,860000,860392,2021,Volatile,Tax
INV1512,Male,32,Millennial,Medium,Salaried,Non-Metro,PPF,Internet,<1,Monthly,Low,Lump_Sum,2,No,50000,49660,2023,Bear,Tax
INV1513,Female,43,Gen X,Low,Self-Employed,Metro,Gold,TV,3–5,Weekly,Moderate,SIP,5,No,735000,711926,2017,Volatile,Wealth
INV1514,Male,52,Gen X,High,Salaried,Non-Metro,Gold,TV,<1,Monthly,Moderate,Lump_Sum,7,No,300000,283393,2019,Volatile,Wealth
INV1515,Female,38,Millennial,Medium,Salaried,Non-Metro,Bonds,Internet,<1,Weekly,Low,SIP,3,Yes,605000,621624,2022,Volatile,Tax
INV1516,Female,25,Gen Z,Medium,Salaried,Non-Metro,MF,Internet,3–5,Weekly,Moderate,SIP,4,No,340000,291816,2016,Bear,Tax
INV1517,Male,32,Millennial,High,Salaried,Non-Metro,Equity,Internet,1–3,Weekly,High,Lump_Sum,8,No,210000,174860,2021,Bear,Wealth
INV1518,Female,25,Gen Z,Medium,Self-Employed,Metro,Equity,TV,>5,Daily,High,SIP,10,No,950000,1397946,2019,Bull,Wealth
INV1519,Male,24,Gen Z,Low,Salaried,Non-Metro,Gold,Internet,1–3,Monthly,Moderate,Lump_Sum,6,No,265000,329700,2020,Bull,Wealth
INV1520,Male,40,Millennial,Low,Salaried,Metro,Bonds,Internet,3–5,Daily,Moderate,Lump_Sum,5,No,365000,292529,2021,Bear,Tax
INV1521,Male,31,Millennial,Low,Salaried,Metro,Gold,Newspaper,3–5,Daily,Moderate,SIP,4,No,885000,985682,2021,Bull,Safety
INV1522,Male,61,Boomer,High,Salaried,Metro,MF,Newspaper,1–3,Monthly,Moderate,SIP,4,No,710000,915485,2020,Bull,Safety
INV1523,Male,35,Millennial,Low,Salaried,Metro,Bonds,TV,1–3,Weekly,Moderate,SIP,5,No,830000,714364,2019,Bear,Safety
INV1524,Female,33,Millennial,Medium,Salaried,Metro,Bonds,Internet,>5,Daily,Low,Lump_Sum,1,No,360000,353886,2022,Volatile,Tax
INV1525,Female,62,Boomer,Low,Salaried,Metro,PPF,Consultant,>5,Monthly,Low,Lump_Sum,2,Yes,130000,127432,2020,Volatile,Safety
INV1526,Male,46,Gen X,Medium,Salaried,Non-Metro,MF,Consultant,<1,Weekly,High,SIP,10,No,365000,475288,2020,Bull,Tax
INV1527,Male,45,Gen X,Low,Salaried,Non-Metro,Bonds,TV,3–5,Weekly,Moderate,Lump_Sum,7,No,940000,1040410,2023,Volatile,Safety
INV1528,Female,30,Millennial,Medium,Salaried,Metro,Bonds,Newspaper,1–3,Daily,Moderate,Lump_Sum,7,No,250000,355119,2022,Bull,Safety
INV1529,Male,48,Gen X,Medium,Salaried,Metro,Gold,TV,3–5,Weekly,Moderate,SIP,4,No,905000,1256932,2021,Bull,Wealth
INV1530,Female,28,Millennial,Medium,Salaried,Metro,Gold,Internet,>5,Weekly,Moderate,Lump_Sum,4,No,170000,142565,2016,Bear,Wealth
INV1531,Male,54,Gen X,Low,Self-Employed,Metro,Equity,Internet,1–3,Daily,High,SIP,8,No,125000,108485,2017,Bear,Wealth
INV1532,Male,22,Gen Z,Low,Salaried,Non-Metro,Bonds,Newspaper,1–3,Weekly,Low,Lump_Sum,1,Yes,415000,539133,2017,Bull,Wealth
INV1533,Female,41,Gen X,Medium,Salaried,Metro,MF,Internet,1–3,Monthly,High,Lump_Sum,10,No,310000,303579,2020,Bear,Wealth
INV1534,Female,28,Millennial,Low,Self-Employed,Non-Metro,MF,Internet,>5,Weekly,Moderate,SIP,5,No,190000,181346,2016,Volatile,Wealth
INV1535,Female,46,Gen X,Medium,Salaried,Metro,Gold,Consultant,1–3,Weekly,Moderate,Lump_Sum,7,No,90000,103719,2024,Bull,Wealth
INV1536,Female,32,Millennial,High,Salaried,Metro,Gold,Consultant,3–5,Daily,Moderate,Lump_Sum,4,No,335000,407296,2016,Bull,Safety
INV1537,Female,35,Millennial,High,Salaried,Metro,Gold,TV,1–3,Monthly,Moderate,Lump_Sum,5,No,385000,356734,2023,Volatile,Wealth
INV1538,Female,26,Millennial,Medium,Salaried,Metro,Equity,Internet,>5,Monthly,High,SIP,9,No,890000,823171,2024,Volatile,Wealth
INV1539,Male,41,Gen X,High,Salaried,Metro,MF,Newspaper,3–5,Daily,Moderate,SIP,7,No,820000,747730,2016,Volatile,Wealth
INV1540,Male,29,Millennial,Low,Self-Employed,Non-Metro,MF,Internet,1–3,Daily,Moderate,Lump_Sum,5,No,940000,1258686,2021,Bull,Safety
INV1541,Female,28,Millennial,High,Self-Employed,Metro,MF,Newspaper,3–5,Daily,Moderate,SIP,7,No,195000,156159,2016,Bear,Wealth
INV1542,Female,28,Millennial,High,Self-Employed,Non-Metro,Equity,Internet,>5,Weekly,High,SIP,8,No,165000,128668,2016,Bear,Safety
INV1543,Female,51,Gen X,Medium,Self-Employed,Non-Metro,Equity,Consultant,>5,Weekly,High,SIP,10,No,595000,474143,2021,Bear,Wealth
INV1544,Male,57,Boomer,Low,Salaried,Metro,MF,TV,>5,Daily,Moderate,Lump_Sum,7,No,495000,614779,2017,Bull,Wealth
INV1545,Male,37,Millennial,High,Salaried,Metro,Gold,Internet,<1,Weekly,Moderate,SIP,7,No,260000,259892,2020,Bear,Wealth
INV1546,Female,63,Boomer,Medium,Self-Employed,Metro,Bonds,Newspaper,<1,Monthly,Moderate,Lump_Sum,5,No,810000,900263,2024,Volatile,Wealth
INV1547,Female,55,Gen X,Medium,Salaried,Metro,FD,Internet,3–5,Monthly,Low,SIP,1,No,495000,487461,2021,Bear,Safety
INV1548,Female,35,Millennial,Medium,Salaried,Non-Metro,PPF,TV,<1,Daily,Low,Lump_Sum,3,Yes,515000,389583,2020,Bear,Wealth
